accession	strain	sample_id	reads
AAN04883.1	Klebsiella pneumoniae	532_t1	0
AAN04883.1	Klebsiella pneumoniae	522_t2	0
AAN04883.1	Klebsiella pneumoniae	504_t2	0
AAN04883.1	Klebsiella pneumoniae	507_t2	0
AAN04883.1	Klebsiella pneumoniae	528_t3	0
AAN04883.1	Klebsiella pneumoniae	534_t0	0
AAN04883.1	Klebsiella pneumoniae	537_t2	0
AAN04883.1	Klebsiella pneumoniae	506_t0	0
AAN04883.1	Klebsiella pneumoniae	517_t1	0
AAN04883.1	Klebsiella pneumoniae	508_t2	0
AAN04883.1	Klebsiella pneumoniae	516_t1	0
AAN04883.1	Klebsiella pneumoniae	537_t0	0
AAN04883.1	Klebsiella pneumoniae	518_t2	0
AAN04883.1	Klebsiella pneumoniae	522_t1	0
AAN04883.1	Klebsiella pneumoniae	524_t1	0
AAN04883.1	Klebsiella pneumoniae	522_t0	0
AAN04883.1	Klebsiella pneumoniae	538_t0	0
AAN04883.1	Klebsiella pneumoniae	510_t3	0
AAN04883.1	Klebsiella pneumoniae	510_t1	0
AAN04883.1	Klebsiella pneumoniae	528_t0	0
AAN04883.1	Klebsiella pneumoniae	534_t3	0
AAN04883.1	Klebsiella pneumoniae	523_t3	0
AAN04883.1	Klebsiella pneumoniae	511_t1	0
AAN04883.1	Klebsiella pneumoniae	518_t0	0
AAN04883.1	Klebsiella pneumoniae	523_t0	0
AAN04883.1	Klebsiella pneumoniae	524_t0	0
AAN04883.1	Klebsiella pneumoniae	528_t2	0
AAN04883.1	Klebsiella pneumoniae	508_t1	0
AAN04883.1	Klebsiella pneumoniae	510_t0	0
AAN04883.1	Klebsiella pneumoniae	507_t1	0
AAN04883.1	Klebsiella pneumoniae	519_t3	0
AAN04883.1	Klebsiella pneumoniae	510_t2	0
AAN04883.1	Klebsiella pneumoniae	532_t0	0
AAN04883.1	Klebsiella pneumoniae	534_t1	0
AAN04883.1	Klebsiella pneumoniae	511_t0	0
AAN04883.1	Klebsiella pneumoniae	508_t3	0
BAQ55594.1	Ralstonia mannitolilytica	508_t0	0
BAQ55594.1	Ralstonia mannitolilytica	519_t2	0
BAQ55594.1	Ralstonia mannitolilytica	524_t3	0
BAQ55594.1	Ralstonia mannitolilytica	522_t3	0
BAQ55594.1	Ralstonia mannitolilytica	518_t3	0
BAQ55594.1	Ralstonia mannitolilytica	504_t1	0
BAQ55594.1	Ralstonia mannitolilytica	517_t3	0
BAQ55594.1	Ralstonia mannitolilytica	519_t1	0
BAQ55594.1	Ralstonia mannitolilytica	519_t0	0
BAQ55594.1	Ralstonia mannitolilytica	507_t0	0
BAQ55594.1	Ralstonia mannitolilytica	517_t2	0
BAQ55594.1	Ralstonia mannitolilytica	506_t2	0
BAQ55594.1	Ralstonia mannitolilytica	538_t2	0
BAQ55594.1	Ralstonia mannitolilytica	528_t1	0
BAQ55594.1	Ralstonia mannitolilytica	504_t3	0
BAQ55594.1	Ralstonia mannitolilytica	517_t0	0
BAQ55594.1	Ralstonia mannitolilytica	537_t1	0
BAQ55594.1	Ralstonia mannitolilytica	505_t0	0
BAQ55594.1	Ralstonia mannitolilytica	537_t3	0
BAQ55594.1	Ralstonia mannitolilytica	512_t0	0
BAQ55594.1	Ralstonia mannitolilytica	532_t3	0
BAQ55594.1	Ralstonia mannitolilytica	505_t3	0
BAQ55594.1	Ralstonia mannitolilytica	506_t3	0
BAQ55594.1	Ralstonia mannitolilytica	516_t3	0
BAQ55594.1	Ralstonia mannitolilytica	516_t2	0
BAQ55594.1	Ralstonia mannitolilytica	524_t2	0
BAQ55594.1	Ralstonia mannitolilytica	534_t2	0
BAQ55594.1	Ralstonia mannitolilytica	512_t1	0
BAQ55594.1	Ralstonia mannitolilytica	523_t1	0
BAQ55594.1	Ralstonia mannitolilytica	538_t3	0
BAQ55594.1	Ralstonia mannitolilytica	506_t1	0
BAQ55594.1	Ralstonia mannitolilytica	523_t2	0
BAQ55594.1	Ralstonia mannitolilytica	511_t2	0
BAQ55594.1	Ralstonia mannitolilytica	512_t3	6
BAQ55594.1	Ralstonia mannitolilytica	511_t3	0
BAQ55594.1	Ralstonia mannitolilytica	504_t0	0
BAQ55594.1	Ralstonia mannitolilytica	505_t2	0
BAQ55594.1	Ralstonia mannitolilytica	538_t1	0
BAQ55594.1	Ralstonia mannitolilytica	532_t2	0
BAQ55594.1	Ralstonia mannitolilytica	518_t1	0
BAQ55594.1	Ralstonia mannitolilytica	505_t1	0
BAQ55594.1	Ralstonia mannitolilytica	512_t2	13
BAQ55594.1	Ralstonia mannitolilytica	507_t3	0
BAQ55594.1	Ralstonia mannitolilytica	516_t0	0
BAQ55594.1	Ralstonia mannitolilytica	532_t1	0
BAQ55594.1	Ralstonia mannitolilytica	522_t2	0
BAQ55594.1	Ralstonia mannitolilytica	504_t2	0
BAQ55594.1	Ralstonia mannitolilytica	507_t2	0
BAQ55594.1	Ralstonia mannitolilytica	528_t3	0
BAQ55594.1	Ralstonia mannitolilytica	534_t0	0
BAQ55594.1	Ralstonia mannitolilytica	537_t2	0
BAQ55594.1	Ralstonia mannitolilytica	506_t0	0
BAQ55594.1	Ralstonia mannitolilytica	517_t1	0
BAQ55594.1	Ralstonia mannitolilytica	508_t2	0
BAQ55594.1	Ralstonia mannitolilytica	516_t1	0
BAQ55594.1	Ralstonia mannitolilytica	537_t0	0
BAQ55594.1	Ralstonia mannitolilytica	518_t2	0
BAQ55594.1	Ralstonia mannitolilytica	522_t1	0
BAQ55594.1	Ralstonia mannitolilytica	524_t1	0
BAQ55594.1	Ralstonia mannitolilytica	522_t0	0
BAQ55594.1	Ralstonia mannitolilytica	538_t0	0
BAQ55594.1	Ralstonia mannitolilytica	510_t3	0
BAQ55594.1	Ralstonia mannitolilytica	510_t1	0
BAQ55594.1	Ralstonia mannitolilytica	528_t0	0
BAQ55594.1	Ralstonia mannitolilytica	534_t3	0
BAQ55594.1	Ralstonia mannitolilytica	523_t3	1
BAQ55594.1	Ralstonia mannitolilytica	511_t1	0
BAQ55594.1	Ralstonia mannitolilytica	518_t0	0
BAQ55594.1	Ralstonia mannitolilytica	523_t0	0
BAQ55594.1	Ralstonia mannitolilytica	524_t0	0
BAQ55594.1	Ralstonia mannitolilytica	528_t2	0
BAQ55594.1	Ralstonia mannitolilytica	508_t1	0
BAQ55594.1	Ralstonia mannitolilytica	510_t0	0
BAQ55594.1	Ralstonia mannitolilytica	507_t1	0
BAQ55594.1	Ralstonia mannitolilytica	519_t3	0
BAQ55594.1	Ralstonia mannitolilytica	510_t2	0
BAQ55594.1	Ralstonia mannitolilytica	532_t0	0
BAQ55594.1	Ralstonia mannitolilytica	534_t1	0
BAQ55594.1	Ralstonia mannitolilytica	511_t0	0
BAQ55594.1	Ralstonia mannitolilytica	508_t3	0
ADX95999.1	Enterococcus faecium	508_t0	0
ADX95999.1	Enterococcus faecium	519_t2	0
ADX95999.1	Enterococcus faecium	524_t3	0
ADX95999.1	Enterococcus faecium	522_t3	0
ADX95999.1	Enterococcus faecium	518_t3	0
ADX95999.1	Enterococcus faecium	504_t1	0
ADX95999.1	Enterococcus faecium	517_t3	0
ADX95999.1	Enterococcus faecium	519_t1	0
ADX95999.1	Enterococcus faecium	519_t0	0
ADX95999.1	Enterococcus faecium	507_t0	0
ADX95999.1	Enterococcus faecium	517_t2	0
ADX95999.1	Enterococcus faecium	506_t2	0
ADX95999.1	Enterococcus faecium	538_t2	0
ADX95999.1	Enterococcus faecium	528_t1	0
ADX95999.1	Enterococcus faecium	504_t3	0
ADX95999.1	Enterococcus faecium	517_t0	0
ADX95999.1	Enterococcus faecium	537_t1	0
ADX95999.1	Enterococcus faecium	505_t0	0
ADX95999.1	Enterococcus faecium	537_t3	0
ADX95999.1	Enterococcus faecium	512_t0	0
ADX95999.1	Enterococcus faecium	532_t3	0
ADX95999.1	Enterococcus faecium	505_t3	0
ADX95999.1	Enterococcus faecium	506_t3	0
ADX95999.1	Enterococcus faecium	516_t3	0
ADX95999.1	Enterococcus faecium	516_t2	0
ADX95999.1	Enterococcus faecium	524_t2	0
ADX95999.1	Enterococcus faecium	534_t2	0
ADX95999.1	Enterococcus faecium	512_t1	0
ADX95999.1	Enterococcus faecium	523_t1	0
ADX95999.1	Enterococcus faecium	538_t3	0
ADX95999.1	Enterococcus faecium	506_t1	0
ADX95999.1	Enterococcus faecium	523_t2	0
ADX95999.1	Enterococcus faecium	511_t2	0
ADX95999.1	Enterococcus faecium	512_t3	1
ADX95999.1	Enterococcus faecium	511_t3	0
ADX95999.1	Enterococcus faecium	504_t0	0
ADX95999.1	Enterococcus faecium	505_t2	0
ADX95999.1	Enterococcus faecium	538_t1	0
ADX95999.1	Enterococcus faecium	532_t2	0
ADX95999.1	Enterococcus faecium	518_t1	0
ADX95999.1	Enterococcus faecium	505_t1	0
ADX95999.1	Enterococcus faecium	512_t2	0
ADX95999.1	Enterococcus faecium	507_t3	0
ADX95999.1	Enterococcus faecium	516_t0	0
ADX95999.1	Enterococcus faecium	532_t1	0
ADX95999.1	Enterococcus faecium	522_t2	0
ADX95999.1	Enterococcus faecium	504_t2	0
ADX95999.1	Enterococcus faecium	507_t2	0
ADX95999.1	Enterococcus faecium	528_t3	0
ADX95999.1	Enterococcus faecium	534_t0	0
ADX95999.1	Enterococcus faecium	537_t2	0
ADX95999.1	Enterococcus faecium	506_t0	0
ADX95999.1	Enterococcus faecium	517_t1	0
ADX95999.1	Enterococcus faecium	508_t2	0
ADX95999.1	Enterococcus faecium	516_t1	0
ADX95999.1	Enterococcus faecium	537_t0	0
ADX95999.1	Enterococcus faecium	518_t2	0
ADX95999.1	Enterococcus faecium	522_t1	0
ADX95999.1	Enterococcus faecium	524_t1	0
ADX95999.1	Enterococcus faecium	522_t0	0
ADX95999.1	Enterococcus faecium	538_t0	13
ADX95999.1	Enterococcus faecium	510_t3	0
ADX95999.1	Enterococcus faecium	510_t1	0
ADX95999.1	Enterococcus faecium	528_t0	0
ADX95999.1	Enterococcus faecium	534_t3	0
ADX95999.1	Enterococcus faecium	523_t3	0
ADX95999.1	Enterococcus faecium	511_t1	0
ADX95999.1	Enterococcus faecium	518_t0	0
ADX95999.1	Enterococcus faecium	523_t0	0
ADX95999.1	Enterococcus faecium	524_t0	0
ADX95999.1	Enterococcus faecium	528_t2	0
ADX95999.1	Enterococcus faecium	508_t1	0
ADX95999.1	Enterococcus faecium	510_t0	0
ADX95999.1	Enterococcus faecium	507_t1	0
ADX95999.1	Enterococcus faecium	519_t3	0
ADX95999.1	Enterococcus faecium	510_t2	0
ADX95999.1	Enterococcus faecium	532_t0	0
ADX95999.1	Enterococcus faecium	534_t1	0
ADX95999.1	Enterococcus faecium	511_t0	0
ADX95999.1	Enterococcus faecium	508_t3	0
AAL75563.1	Shigella flexneri Y	508_t0	0
AAL75563.1	Shigella flexneri Y	519_t2	0
AAL75563.1	Shigella flexneri Y	524_t3	0
AAL75563.1	Shigella flexneri Y	522_t3	0
AAL75563.1	Shigella flexneri Y	518_t3	0
AAL75563.1	Shigella flexneri Y	504_t1	0
AAL75563.1	Shigella flexneri Y	517_t3	0
AAL75563.1	Shigella flexneri Y	519_t1	0
AAL75563.1	Shigella flexneri Y	519_t0	0
AAL75563.1	Shigella flexneri Y	507_t0	0
AAL75563.1	Shigella flexneri Y	517_t2	0
AAL75563.1	Shigella flexneri Y	506_t2	0
AAL75563.1	Shigella flexneri Y	538_t2	0
AAL75563.1	Shigella flexneri Y	528_t1	0
AAL75563.1	Shigella flexneri Y	504_t3	0
AAL75563.1	Shigella flexneri Y	517_t0	0
AAL75563.1	Shigella flexneri Y	537_t1	0
AAL75563.1	Shigella flexneri Y	505_t0	0
AAL75563.1	Shigella flexneri Y	537_t3	0
AAL75563.1	Shigella flexneri Y	512_t0	0
AAL75563.1	Shigella flexneri Y	532_t3	0
AAL75563.1	Shigella flexneri Y	505_t3	0
AAL75563.1	Shigella flexneri Y	506_t3	0
AAL75563.1	Shigella flexneri Y	516_t3	0
AAL75563.1	Shigella flexneri Y	516_t2	0
AAL75563.1	Shigella flexneri Y	524_t2	0
AAL75563.1	Shigella flexneri Y	534_t2	0
AAL75563.1	Shigella flexneri Y	512_t1	0
AAL75563.1	Shigella flexneri Y	523_t1	0
AAL75563.1	Shigella flexneri Y	538_t3	0
AAL75563.1	Shigella flexneri Y	506_t1	0
AAL75563.1	Shigella flexneri Y	523_t2	0
AAL75563.1	Shigella flexneri Y	511_t2	0
AAL75563.1	Shigella flexneri Y	512_t3	2
AAL75563.1	Shigella flexneri Y	511_t3	0
AAL75563.1	Shigella flexneri Y	504_t0	0
AAL75563.1	Shigella flexneri Y	505_t2	0
AAL75563.1	Shigella flexneri Y	538_t1	0
AAL75563.1	Shigella flexneri Y	532_t2	0
AAL75563.1	Shigella flexneri Y	518_t1	0
AAL75563.1	Shigella flexneri Y	505_t1	0
AAL75563.1	Shigella flexneri Y	512_t2	0
AAL75563.1	Shigella flexneri Y	507_t3	0
AAL75563.1	Shigella flexneri Y	516_t0	0
AAL75563.1	Shigella flexneri Y	532_t1	0
AAL75563.1	Shigella flexneri Y	522_t2	0
AAL75563.1	Shigella flexneri Y	504_t2	0
AAL75563.1	Shigella flexneri Y	507_t2	0
AAL75563.1	Shigella flexneri Y	528_t3	0
AAL75563.1	Shigella flexneri Y	534_t0	0
AAL75563.1	Shigella flexneri Y	537_t2	0
AAL75563.1	Shigella flexneri Y	506_t0	0
AAL75563.1	Shigella flexneri Y	517_t1	0
AAL75563.1	Shigella flexneri Y	508_t2	0
AAL75563.1	Shigella flexneri Y	516_t1	0
AAL75563.1	Shigella flexneri Y	537_t0	0
AAL75563.1	Shigella flexneri Y	518_t2	0
AAL75563.1	Shigella flexneri Y	522_t1	0
AAL75563.1	Shigella flexneri Y	524_t1	0
AAL75563.1	Shigella flexneri Y	522_t0	0
AAL75563.1	Shigella flexneri Y	538_t0	0
AAL75563.1	Shigella flexneri Y	510_t3	0
AAL75563.1	Shigella flexneri Y	510_t1	0
AAL75563.1	Shigella flexneri Y	528_t0	0
AAL75563.1	Shigella flexneri Y	534_t3	0
AAL75563.1	Shigella flexneri Y	523_t3	0
AAL75563.1	Shigella flexneri Y	511_t1	0
AAL75563.1	Shigella flexneri Y	518_t0	0
AAL75563.1	Shigella flexneri Y	523_t0	0
AAL75563.1	Shigella flexneri Y	524_t0	0
AAL75563.1	Shigella flexneri Y	528_t2	0
AAL75563.1	Shigella flexneri Y	508_t1	0
AAL75563.1	Shigella flexneri Y	510_t0	0
AAL75563.1	Shigella flexneri Y	507_t1	0
AAL75563.1	Shigella flexneri Y	519_t3	0
AAL75563.1	Shigella flexneri Y	510_t2	0
AAL75563.1	Shigella flexneri Y	532_t0	0
AAL75563.1	Shigella flexneri Y	534_t1	0
AAL75563.1	Shigella flexneri Y	511_t0	0
AAL75563.1	Shigella flexneri Y	508_t3	0
BAR45714.1	Delftia acidovorans	508_t0	0
BAR45714.1	Delftia acidovorans	519_t2	0
BAR45714.1	Delftia acidovorans	524_t3	0
BAR45714.1	Delftia acidovorans	522_t3	0
BAR45714.1	Delftia acidovorans	518_t3	0
BAR45714.1	Delftia acidovorans	504_t1	0
BAR45714.1	Delftia acidovorans	517_t3	0
BAR45714.1	Delftia acidovorans	519_t1	0
BAR45714.1	Delftia acidovorans	519_t0	0
BAR45714.1	Delftia acidovorans	507_t0	0
BAR45714.1	Delftia acidovorans	517_t2	0
BAR45714.1	Delftia acidovorans	506_t2	0
BAR45714.1	Delftia acidovorans	538_t2	0
BAR45714.1	Delftia acidovorans	528_t1	0
BAR45714.1	Delftia acidovorans	504_t3	0
BAR45714.1	Delftia acidovorans	517_t0	0
BAR45714.1	Delftia acidovorans	537_t1	0
BAR45714.1	Delftia acidovorans	505_t0	0
BAR45714.1	Delftia acidovorans	537_t3	0
BAR45714.1	Delftia acidovorans	512_t0	0
BAR45714.1	Delftia acidovorans	532_t3	0
BAR45714.1	Delftia acidovorans	505_t3	0
BAR45714.1	Delftia acidovorans	506_t3	0
BAR45714.1	Delftia acidovorans	516_t3	0
BAR45714.1	Delftia acidovorans	516_t2	0
BAR45714.1	Delftia acidovorans	524_t2	0
BAR45714.1	Delftia acidovorans	534_t2	0
BAR45714.1	Delftia acidovorans	512_t1	0
BAR45714.1	Delftia acidovorans	523_t1	0
BAR45714.1	Delftia acidovorans	538_t3	0
BAR45714.1	Delftia acidovorans	506_t1	0
BAR45714.1	Delftia acidovorans	523_t2	0
BAR45714.1	Delftia acidovorans	511_t2	0
BAR45714.1	Delftia acidovorans	512_t3	1
BAR45714.1	Delftia acidovorans	511_t3	0
BAR45714.1	Delftia acidovorans	504_t0	0
BAR45714.1	Delftia acidovorans	505_t2	0
BAR45714.1	Delftia acidovorans	538_t1	0
BAR45714.1	Delftia acidovorans	532_t2	0
BAR45714.1	Delftia acidovorans	518_t1	0
BAR45714.1	Delftia acidovorans	505_t1	0
BAR45714.1	Delftia acidovorans	512_t2	0
BAR45714.1	Delftia acidovorans	507_t3	0
BAR45714.1	Delftia acidovorans	516_t0	0
BAR45714.1	Delftia acidovorans	532_t1	0
BAR45714.1	Delftia acidovorans	522_t2	0
BAR45714.1	Delftia acidovorans	504_t2	0
BAR45714.1	Delftia acidovorans	507_t2	0
BAR45714.1	Delftia acidovorans	528_t3	0
BAR45714.1	Delftia acidovorans	534_t0	0
BAR45714.1	Delftia acidovorans	537_t2	0
BAR45714.1	Delftia acidovorans	506_t0	0
BAR45714.1	Delftia acidovorans	517_t1	0
BAR45714.1	Delftia acidovorans	508_t2	0
BAR45714.1	Delftia acidovorans	516_t1	0
BAR45714.1	Delftia acidovorans	537_t0	0
BAR45714.1	Delftia acidovorans	518_t2	0
BAR45714.1	Delftia acidovorans	522_t1	0
BAR45714.1	Delftia acidovorans	524_t1	0
BAR45714.1	Delftia acidovorans	522_t0	0
BAR45714.1	Delftia acidovorans	538_t0	0
BAR45714.1	Delftia acidovorans	510_t3	0
BAR45714.1	Delftia acidovorans	510_t1	0
BAR45714.1	Delftia acidovorans	528_t0	0
BAR45714.1	Delftia acidovorans	534_t3	0
BAR45714.1	Delftia acidovorans	523_t3	0
BAR45714.1	Delftia acidovorans	511_t1	0
BAR45714.1	Delftia acidovorans	518_t0	0
BAR45714.1	Delftia acidovorans	523_t0	0
BAR45714.1	Delftia acidovorans	524_t0	0
BAR45714.1	Delftia acidovorans	528_t2	0
BAR45714.1	Delftia acidovorans	508_t1	0
BAR45714.1	Delftia acidovorans	510_t0	0
BAR45714.1	Delftia acidovorans	507_t1	0
BAR45714.1	Delftia acidovorans	519_t3	0
BAR45714.1	Delftia acidovorans	510_t2	0
BAR45714.1	Delftia acidovorans	532_t0	0
BAR45714.1	Delftia acidovorans	534_t1	0
BAR45714.1	Delftia acidovorans	511_t0	0
BAR45714.1	Delftia acidovorans	508_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	508_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	519_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	524_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	522_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	518_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	504_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	517_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	519_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	519_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	507_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	517_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	506_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	538_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	528_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	504_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	517_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	537_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	505_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	537_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	512_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	532_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	505_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	506_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	516_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	516_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	524_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	534_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	512_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	523_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	538_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	506_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	523_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	511_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	512_t3	1
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	511_t3	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	504_t0	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	505_t2	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	538_t1	0
ENV38192.1	Acinetobacter venetianus RAG-1 = CIP 110063	532_t2	0
